report_type,reported_at,name,gender,age_band,language,last_seen_location,reporting_center,reporter_mobile,physical_description,remarks,status
found,2027-07-06 09:17,Kamla Agarwal,Female,13-17,Bhojpuri,Sadhugram Gate 1,Panchavati Center,+91 9382454804,"Child in red shirt, about 8-10 years, crying",Found near ghat,Reunited
found,2027-07-14 05:27,Anil Krishnan,Male,61-70,Awadhi,Trimbakeshwar Approach,Rajur Bahula Center,+91 6654379588,"Woman with three children, lost husband",Found near ghat,Reunited
found,2027-08-14 17:45,Prakash Dubey,Male,61-70,Awadhi,Sadhugram Gate 2,Rajur Bahula Center,+91 6473209649,"Old woman in white saree, widow marks",GGTalk app used,Reunited
found,2027-08-04 05:46,Sohan Nair,Male,61-70,Telugu,Ramkund Ghat,Adgaon Kho-Ya-Paya,+91 7749572144,"Child in red shirt, about 8-10 years, crying",GGTalk app used,Pending
found,2027-08-10 12:02,Anjali Singh,Female,71-80,Bengali,Madsangvi Transit,Bharat Bharati Control Room,+91 6346966247,"Old man, bald, wearing vest and dhoti",,Reunited
found,2027-07-19 21:15,Ajay Nair,Male,41-60,Bengali,Kapila Sangam,Central Control Room,+91 8618992599,"Old woman in white saree, widow marks",,Transferred to hospital
found,2027-07-26 05:17,Kamla Nair,Female,0-12,Maithili,Rajur Bahula,Police Main Control Room,+91 8995847952,"Old woman in white saree, widow marks",Announcement made on PA,Reunited
found,2027-07-28 14:46,Ajay Menon,Male,18-40,Awadhi,Madsangvi Transit,Police Main Control Room,+91 8226254084,"Child girl, pigtails, pink frock, about 6 years",,Pending
found,2027-08-08 12:22,Ramesh Mishra,Unknown,18-40,Tamil,Ramkund Ghat,Trimbakeshwar Kho-Ya-Paya Kendra,+91 6165613988,"Woman speaking Tamil, wearing silk saree",Found near ghat,Reunited
found,2027-07-01 12:13,Vimla Nair,Female,80+,Gujarati,Trimbakeshwar Approach,Nashik Road Center,+91 7280495347,"Elderly man with walking stick, hard of hearing",,Reunited
found,2027-07-08 18:41,Kamla Yadav,Female,71-80,Telugu,Laxmi Narayan Ghat,Ramkund Kho-Ya-Paya Kendra,+91 8835907840,"Wearing white saree, grey hair, speaks Hindi",Police assisted,Pending
found,2027-08-14 13:17,,Female,41-60,Kannada,Kushavart Kund,Nashik Road Center,,"Wearing white saree, grey hair, speaks Hindi",Announcement made on PA,Unresolved
found,2027-07-11 16:33,Gaurav Joshi,Male,71-80,Hindi,Ramkund Ghat,Adgaon Kho-Ya-Paya,+91 8861614695,"Elderly woman, cannot speak properly, Gujarati",Found near ghat,Reunited
found,2027-07-11 11:40,Manoj Gupta,Male,13-17,Bhojpuri,Laxmi Narayan Ghat,Rajur Bahula Center,+91 6923262095,"Child in red shirt, about 8-10 years, crying",Brought by volunteer,Reunited
found,2027-08-04 11:44,Amit Reddy,Male,71-80,Tamil,Gauri Patangan,Panchavati Center,+91 9267186137,,Found near ghat,Reunited
found,2027-07-23 14:10,,Female,61-70,Hindi,Dasak Ghat,Police Main Control Room,+91 6300909460,"Young boy in blue uniform, school bag",Bharat Bharati volunteer handled,Reunited
found,2027-08-12 15:50,Santosh Das,Male,61-70,Gujarati,Kushavart Kund,Bharat Bharati Control Room,+91 7239469212,"Old man confused, keeps asking for Ramkund",,Reunited
found,2027-07-21 09:25,Manju Mehta,Female,71-80,Bengali,Nandur Ghat,Sadhugram Lost Found,+91 9237978393,Lost near ghats,Cross-center transfer needed,Reunited
found,2027-07-12 16:43,Nisha Kumar,Female,41-60,Gujarati,Sadhugram Gate 1,Adgaon Kho-Ya-Paya,+91 9292755937,"Wearing white saree, grey hair, speaks Hindi",Announcement made on PA,Reunited
found,2027-08-09 19:27,,Female,80+,Hindi,Kushavart Kund,Rajur Bahula Center,,"Old man confused, keeps asking for Ramkund",Family waiting at center,Reunited
found,2027-08-14 12:58,,Male,71-80,Hindi,Nashik Road Station,Nashik Road Center,+91 8591806906,"Boy about 12, wearing school dress",Cross-center transfer needed,Reunited
found,2027-08-14 10:17,Gaurav Menon,Male,71-80,Bengali,Nashik Road Station,Central Control Room,+91 9395050028,"Girl child about 5 years, red bindi, crying",Found near ghat,Pending
found,2027-07-29 09:29,Vijay Dubey,Male,61-70,Gujarati,Bus Stand Nashik,Trimbakeshwar Kho-Ya-Paya Kendra,+91 8471907995,"Woman with three children, lost husband",Family waiting at center,Reunited
found,2027-08-08 08:06,Suresh Pillai,Unknown,61-70,Marathi,Kapila Sangam,Trimbakeshwar Kho-Ya-Paya Kendra,+91 7506334876,"Old woman, white clothes, lost memory",Bharat Bharati volunteer handled,Reunited
found,2027-07-22 19:41,Manoj Agarwal,Male,71-80,Awadhi,Adgaon Parking,Bharat Bharati Control Room,,"Old man, bald, wearing vest and dhoti",Cross-center transfer needed,Reunited
found,2027-07-31 11:20,Parvati Chaudhary,Female,71-80,Hindi,Sadhugram Gate 2,Sadhugram Lost Found,+91 7288131372,"Child in red shirt, about 8-10 years, crying",Family waiting at center,Reunited
found,2027-07-31 06:18,Kavita Menon,Female,41-60,Bengali,Kapila Sangam,Central Control Room,+91 6570858471,"Woman in burqa, has small child with her",Bharat Bharati volunteer handled,Reunited
found,2027-07-03 09:09,Shanti Yadav,Female,61-70,Bhojpuri,Nashik Road Station,Sadhugram Lost Found,+91 8738262346,"Wearing white saree, grey hair, speaks Hindi",Found near ghat,Pending
found,2027-08-07 20:11,Vijay Roy,Male,41-60,Marathi,Bus Stand Nashik,Adgaon Kho-Ya-Paya,+91 8661929277,"Wearing white saree, grey hair, speaks Hindi",Found near ghat,Reunited
found,2027-07-17 10:44,Mukesh Sinha,Male,71-80,Kannada,Dindori Road Crossing,Trimbakeshwar Kho-Ya-Paya Kendra,+91 7362736302,Old woman,Found near ghat,Reunited
found,2027-07-29 11:37,Mohan Singh,Male,41-60,Tamil,Main Police Chowki,Rajur Bahula Center,+91 9219747878,"Wearing white saree, grey hair, speaks Hindi",,Reunited
found,2027-07-07 12:13,Santosh Gupta,Male,61-70,Telugu,Takli Sangam,Police Main Control Room,+91 7307871584,"Old man confused, keeps asking for Ramkund",Family waiting at center,Reunited
found,2027-07-27 05:48,Ram Dubey,Male,71-80,Telugu,Kapila Sangam,Central Control Room,+91 9918937789,"Elderly woman, cannot speak properly, Gujarati",Found near ghat,Reunited
found,2027-07-07 06:40,Suresh Pillai,Male,61-70,Telugu,Nandur Ghat,Sadhugram Lost Found,+91 9163690958,"Woman with three children, lost husband",,Reunited
found,2027-07-14 10:20,Kavita Sinha,Female,71-80,Telugu,Dasak Ghat,Trimbakeshwar Kho-Ya-Paya Kendra,+91 9902378486,"Boy about 12, wearing school dress",Found near ghat,Reunited
found,2027-08-05 08:34,Pooja Mishra,Female,61-70,Awadhi,Adgaon Parking,Police Main Control Room,,"Child in red shirt, about 8-10 years, crying",Brought by volunteer,Pending
found,2027-07-15 15:34,Ram Sharma,Male,41-60,Awadhi,Dasak Ghat,Trimbakeshwar Kho-Ya-Paya Kendra,+91 7377941235,Man from UP,Family waiting at center,Pending
found,2027-07-29 11:24,Radha Pillai,Female,18-40,Bengali,Kushavart Kund,Rajur Bahula Center,+91 9127298692,"Boy about 12, wearing school dress",,Reunited
found,2027-08-11 14:14,,Female,41-60,Hindi,Trimbakeshwar Approach,Adgaon Kho-Ya-Paya,,"Old woman in white saree, widow marks",Cross-center transfer needed,Transferred to hospital
found,2027-08-08 16:58,Sunil Kumar,Male,71-80,Hindi,Madsangvi Transit,Nashik Road Center,+91 6944558917,"Child girl, pigtails, pink frock, about 6 years",,Reunited
found,2027-07-21 16:39,Gaurav Iyer,Male,0-12,Awadhi,Sadhugram Gate 1,Rajur Bahula Center,+91 8237652208,"Old woman in white saree, widow marks",,Reunited
found,2027-07-04 11:11,,Male,71-80,Hindi,Ramkund Ghat,Ramkund Kho-Ya-Paya Kendra,+91 9778476227,,,Reunited
found,2027-07-09 08:14,Durga Sinha,Female,61-70,Maithili,Dasak Ghat,Bharat Bharati Control Room,+91 6683384105,"Woman in green saree, has tilak on forehead",Announcement made on PA,Reunited
found,2027-07-12 18:54,Pushpa Trivedi,Female,41-60,Bengali,Rajur Bahula,Sadhugram Lost Found,+91 6830570612,"Old man in dhoti kurta, cannot remember name",Announcement made on PA,Reunited
found,2027-07-29 09:43,Shyam Kumar,Male,18-40,Marathi,Madsangvi Transit,Panchavati Center,,"Wearing white saree, grey hair, speaks Hindi",Family waiting at center,Reunited
found,2027-08-01 18:26,,Female,80+,Tamil,Kushavart Kund,Bharat Bharati Control Room,+91 7813942334,Man from UP,Cross-center transfer needed,Reunited
found,2027-07-07 08:48,Kamla Nair,Female,61-70,Awadhi,Dindori Road Crossing,Panchavati Center,+91 6718073204,"Old man, hearing aid, wearing full pants shirt",Police assisted,Reunited
found,2027-07-30 13:49,Reena Pandey,Female,41-60,Maithili,Adgaon Parking,Trimbakeshwar Kho-Ya-Paya Kendra,+91 6448442536,"Woman with three children, lost husband",,Reunited
found,2027-07-13 14:58,Rohit Agarwal,Male,71-80,Maithili,Nashik Road Station,Police Main Control Room,,"Old man confused, keeps asking for Ramkund",Brought by volunteer,Reunited
found,2027-07-14 09:00,,Female,41-60,Awadhi,Takli Sangam,Trimbakeshwar Kho-Ya-Paya Kendra,+91 9795672015,"Wearing white saree, grey hair, speaks Hindi",Family waiting at center,Reunited
found,2027-08-09 12:29,,Female,80+,Kannada,Madsangvi Transit,Nashik Road Center,+91 8212536324,"Old man in dhoti kurta, cannot remember name",,Reunited
found,2027-08-04 15:55,Radha Rao,Female,61-70,Telugu,Ramkund Ghat,Nashik Road Center,+91 9254869079,"Old man in dhoti kurta, cannot remember name",,Reunited
found,2027-07-06 10:16,Geeta Sinha,Female,13-17,Telugu,Kapila Sangam,Trimbakeshwar Kho-Ya-Paya Kendra,+91 8636529272,"Man in saffron kurta, has rudraksha mala",Police assisted,Unresolved
found,2027-07-11 08:51,Sita Trivedi,Female,41-60,Telugu,Takli Sangam,Sadhugram Lost Found,+91 7573195431,"Woman in green saree, has tilak on forehead",,Reunited
found,2027-07-06 15:58,,Female,80+,Maithili,Nashik Road Station,Nashik Road Center,+91 6658178034,"Old man, hearing aid, wearing full pants shirt",Found near ghat,Reunited
found,2027-07-21 06:34,Saraswati Verma,Female,0-12,Bengali,Ramkund Ghat,Central Control Room,+91 7788195959,"Old man confused, keeps asking for Ramkund",Cross-center transfer needed,Reunited
found,2027-07-25 16:58,Radha Roy,Female,80+,Gujarati,Kapila Sangam,Central Control Room,+91 8290114308,"Elderly man with walking stick, hard of hearing",Bharat Bharati volunteer handled,Reunited
found,2027-07-21 10:47,,Male,18-40,Maithili,Madsangvi Transit,Adgaon Kho-Ya-Paya,+91 7676534618,"Old man confused, keeps asking for Ramkund",,Reunited
found,2027-07-14 15:02,Vijay Pandey,Male,18-40,Telugu,Trimbak Road,Central Control Room,+91 7925223433,"Elderly man with walking stick, hard of hearing",,Pending
found,2027-07-11 15:23,,Male,0-12,Bhojpuri,Kushavart Kund,Ramkund Kho-Ya-Paya Kendra,,"Woman in green saree, has tilak on forehead",Bharat Bharati volunteer handled,Reunited
found,2027-07-24 10:23,Usha Reddy,Female,80+,Gujarati,Ramkund Ghat,Adgaon Kho-Ya-Paya,+91 8340346197,"Old man confused, keeps asking for Ramkund",Brought by volunteer,Reunited
found,2027-08-11 14:13,Mohan Nair,Male,71-80,Marathi,Kapila Sangam,Ramkund Kho-Ya-Paya Kendra,+91 9502456303,"Old woman in white saree, widow marks",Family waiting at center,Reunited
found,2027-07-07 07:05,Hari Agarwal,Male,71-80,Telugu,Ramkund Ghat,Central Control Room,+91 6826052853,"Old man in dhoti kurta, cannot remember name",Police assisted,Pending
found,2027-08-12 09:58,Manoj Iyer,Male,61-70,Hindi,Dasak Ghat,Bharat Bharati Control Room,+91 7221719840,Man from UP,,Reunited
found,2027-08-08 20:01,Manoj Menon,Male,18-40,Gujarati,Main Police Chowki,Nashik Road Center,+91 6480868948,"Elderly woman, cannot speak properly, Gujarati",GGTalk app used,Reunited
found,2027-08-13 13:44,Savita Mishra,Female,71-80,Maithili,Kapila Sangam,Panchavati Center,,"Woman in burqa, has small child with her",Bharat Bharati volunteer handled,Pending
found,2027-07-05 09:37,Rakesh Menon,Male,13-17,Marathi,Dasak Ghat,Panchavati Center,+91 8762993351,Lost near ghats,,Reunited
found,2027-07-12 13:09,Sanjay Nair,Male,0-12,Marathi,Panchavati Circle,Nashik Road Center,,"Old woman, white clothes, lost memory",Police assisted,Reunited
found,2027-07-29 05:47,Mahesh Mehta,Male,71-80,Telugu,Trimbakeshwar Approach,Panchavati Center,,"Old man, hearing aid, wearing full pants shirt",Family waiting at center,Reunited
found,2027-07-21 17:55,Rahul Agarwal,Male,18-40,Hindi,Sadhugram Gate 2,Adgaon Kho-Ya-Paya,+91 7946393426,"Woman in burqa, has small child with her",,Reunited
found,2027-08-01 05:19,Hari Patil,Male,41-60,Tamil,Adgaon Parking,Panchavati Center,+91 7547047480,,,Reunited
found,2027-07-09 15:50,Pooja Menon,Female,41-60,Awadhi,Trimbak Road,Trimbakeshwar Kho-Ya-Paya Kendra,,Old woman,Family waiting at center,Reunited
found,2027-08-01 15:38,,Male,41-60,Bhojpuri,Panchavati Circle,Trimbakeshwar Kho-Ya-Paya Kendra,+91 8443635681,,,Transferred to hospital
found,2027-07-29 15:06,Amit Das,Male,61-70,Bhojpuri,Madsangvi Transit,Rajur Bahula Center,,"Woman speaking Tamil, wearing silk saree",,Reunited
found,2027-07-07 21:10,Sunita Desai,Female,18-40,Telugu,Dindori Road Crossing,Bharat Bharati Control Room,,Man from UP,Bharat Bharati volunteer handled,Unresolved
found,2027-08-02 15:20,Ankit Patil,Male,0-12,Maithili,Kapila Sangam,Adgaon Kho-Ya-Paya,+91 7247825381,"Wearing white saree, grey hair, speaks Hindi",Bharat Bharati volunteer handled,Reunited
found,2027-07-21 13:25,Mukesh Pandey,Male,18-40,Hindi,Sadhugram Gate 1,Sadhugram Lost Found,+91 8310209048,"Boy about 12, wearing school dress",Bharat Bharati volunteer handled,Reunited
found,2027-07-21 19:25,,Male,71-80,Kannada,Main Police Chowki,Ramkund Kho-Ya-Paya Kendra,+91 9873061127,"Old woman in white saree, widow marks",Brought by volunteer,Reunited
found,2027-07-03 08:19,Mohan Shukla,Male,41-60,Bhojpuri,Sadhugram Gate 2,Sadhugram Lost Found,+91 8927257614,"Boy about 12, wearing school dress",,Reunited
found,2027-07-18 05:42,Ramesh Nair,Male,61-70,Kannada,Madsangvi Transit,Trimbakeshwar Kho-Ya-Paya Kendra,+91 9317645994,"Man in saffron kurta, has rudraksha mala",Family waiting at center,Reunited
found,2027-07-06 13:56,Prakash Pandey,Male,18-40,Kannada,Sadhugram Gate 2,Panchavati Center,+91 8563546514,"Woman in burqa, has small child with her",,Reunited
found,2027-07-08 15:46,,Male,80+,Maithili,Laxmi Narayan Ghat,Police Main Control Room,+91 8625253023,"Old man, bald, wearing vest and dhoti",Bharat Bharati volunteer handled,Reunited
found,2027-08-13 07:04,,Female,0-12,Bengali,Madsangvi Transit,Rajur Bahula Center,,"Woman in green saree, has tilak on forehead",,Transferred to hospital
found,2027-07-06 20:16,Nisha Patil,Female,71-80,Bhojpuri,Panchavati Circle,Bharat Bharati Control Room,+91 9915023166,"Child in red shirt, about 8-10 years, crying",Announcement made on PA,Reunited
found,2027-07-03 14:38,Sunita Yadav,Female,71-80,Gujarati,Nandur Ghat,Adgaon Kho-Ya-Paya,+91 8274747388,"Woman in green saree, has tilak on forehead",Announcement made on PA,Transferred to hospital
found,2027-08-04 08:26,Deepak Iyer,Male,61-70,Bengali,Bus Stand Nashik,Central Control Room,+91 8781645666,"Woman speaking Tamil, wearing silk saree",Found near ghat,Reunited
found,2027-08-12 13:37,Dinesh Desai,Male,0-12,Gujarati,Nashik Road Station,Central Control Room,+91 6663245360,"Old man confused, keeps asking for Ramkund",Brought by volunteer,Reunited
found,2027-07-28 06:55,Amit Shukla,Male,41-60,Bhojpuri,Nandur Ghat,Adgaon Kho-Ya-Paya,+91 6907852153,"Wearing white saree, grey hair, speaks Hindi",Family waiting at center,Reunited
found,2027-08-01 17:48,Rohit Das,Male,71-80,Awadhi,Trimbak Road,Police Main Control Room,+91 9649154475,Lost near ghats,Police assisted,Reunited
found,2027-08-04 15:13,Shanti Iyer,Female,18-40,Gujarati,Dasak Ghat,Nashik Road Center,+91 8865171010,"Man in yellow kurta, has tilak, speaks Bhojpuri",Brought by volunteer,Reunited
found,2027-08-06 18:12,Savita Gupta,Female,80+,Kannada,Madsangvi Transit,Central Control Room,+91 8648809213,"Elderly woman, cannot speak properly, Gujarati",,Reunited
found,2027-07-23 12:09,Vijay Desai,Male,61-70,Telugu,Ramkund Ghat,Police Main Control Room,+91 8693366694,"Old man, hearing aid, wearing full pants shirt",Bharat Bharati volunteer handled,Reunited
found,2027-07-06 18:45,Sohan Rao,Male,61-70,Bengali,Dasak Ghat,Rajur Bahula Center,+91 7207767824,"Elderly man with walking stick, hard of hearing",,Pending
found,2027-08-14 07:28,Sohan Patil,Male,41-60,Telugu,Ramkund Ghat,Adgaon Kho-Ya-Paya,+91 7793075924,"Old man, hearing aid, wearing full pants shirt",Announcement made on PA,Reunited
found,2027-07-27 14:10,,Female,18-40,Marathi,Nashik Road Station,Bharat Bharati Control Room,+91 7345982087,"Man in saffron kurta, has rudraksha mala",,Reunited
found,2027-07-09 10:03,,Female,71-80,Bhojpuri,Bus Stand Nashik,Ramkund Kho-Ya-Paya Kendra,+91 6522845630,"Elderly man with walking stick, hard of hearing",Family waiting at center,Pending
found,2027-08-01 09:51,Sangeeta Patil,Female,41-60,Awadhi,Kushavart Kund,Trimbakeshwar Kho-Ya-Paya Kendra,+91 7640255935,"Child in red shirt, about 8-10 years, crying",,Unresolved
found,2027-07-27 06:15,Saroj Agarwal,Female,41-60,Telugu,Sadhugram Gate 2,Bharat Bharati Control Room,+91 9240031085,"Old man confused, keeps asking for Ramkund",Cross-center transfer needed,Reunited
found,2027-08-09 08:56,Ramesh Shah,Male,61-70,Maithili,Dasak Ghat,Rajur Bahula Center,+91 9472508682,"Elderly woman, cannot speak properly, Gujarati",Family waiting at center,Reunited
found,2027-07-01 07:10,Rakesh Joshi,Male,71-80,Kannada,Kushavart Kund,Sadhugram Lost Found,+91 8326147192,Child missing,,Reunited
found,2027-08-07 12:54,Ramesh Shukla,Male,41-60,Gujarati,Dindori Road Crossing,Trimbakeshwar Kho-Ya-Paya Kendra,+91 9155068529,"Boy about 12, wearing school dress",GGTalk app used,Pending
found,2027-07-16 14:15,Bharat Singh,Male,61-70,Gujarati,Main Police Chowki,Ramkund Kho-Ya-Paya Kendra,+91 9561822403,"Child girl, pigtails, pink frock, about 6 years",,Reunited
found,2027-07-03 05:52,Sunita Patel,Female,41-60,Kannada,Rajur Bahula,Ramkund Kho-Ya-Paya Kendra,,"Old man, bald, wearing vest and dhoti",GGTalk app used,Reunited
found,2027-07-10 08:28,Meena Menon,Female,41-60,Marathi,Sadhugram Gate 2,Ramkund Kho-Ya-Paya Kendra,+91 7855092420,Child missing,Brought by volunteer,Reunited
found,2027-07-21 18:42,Ankit Mehta,Male,80+,Gujarati,Nandur Ghat,Nashik Road Center,,Old woman,Bharat Bharati volunteer handled,Reunited
found,2027-07-03 19:46,Hari Rao,Male,71-80,Maithili,Trimbak Road,Police Main Control Room,+91 7567010757,"Old man confused, keeps asking for Ramkund",Found near ghat,Unresolved
found,2027-08-02 14:49,,Male,0-12,Awadhi,Main Police Chowki,Central Control Room,+91 9117548599,"Old woman in white saree, widow marks",,Reunited
found,2027-07-10 05:15,Radha Desai,Female,13-17,Marathi,Trimbakeshwar Approach,Sadhugram Lost Found,+91 6181846798,"Young boy in blue uniform, school bag",GGTalk app used,Reunited
found,2027-07-28 08:51,Ankit Patil,Male,61-70,Gujarati,Nashik Road Station,Adgaon Kho-Ya-Paya,+91 9951117899,"Old woman, white clothes, lost memory",,Reunited
found,2027-07-07 21:35,Nisha Desai,Female,80+,Kannada,Sadhugram Gate 1,Nashik Road Center,,"Elderly man with walking stick, hard of hearing",Police assisted,Reunited
found,2027-07-19 15:11,,Female,41-60,Awadhi,Trimbakeshwar Approach,Ramkund Kho-Ya-Paya Kendra,,"Man in yellow kurta, has tilak, speaks Bhojpuri",Found near ghat,Reunited
found,2027-07-07 05:06,Sunita Mishra,Female,61-70,Telugu,Bus Stand Nashik,Central Control Room,+91 7173817121,"Old woman in white saree, widow marks",GGTalk app used,Reunited
found,2027-07-09 17:37,Sohan Verma,Male,61-70,Tamil,Gauri Patangan,Nashik Road Center,+91 8469654813,"Old man confused, keeps asking for Ramkund",Bharat Bharati volunteer handled,Reunited
found,2027-08-14 05:26,Geeta Joshi,Female,18-40,Kannada,Sadhugram Gate 1,Panchavati Center,+91 6991174263,"Old woman, white clothes, lost memory",Police assisted,Reunited
found,2027-07-01 20:50,Anjali Mishra,Female,18-40,Kannada,Nashik Road Station,Bharat Bharati Control Room,+91 7557577530,"Old man, hearing aid, wearing full pants shirt",Found near ghat,Reunited
found,2027-07-16 21:58,Ram Desai,Male,0-12,Hindi,Adgaon Parking,Rajur Bahula Center,+91 8969419657,"Man in yellow kurta, has tilak, speaks Bhojpuri",GGTalk app used,Reunited
found,2027-07-02 07:06,Gaurav Dubey,Male,71-80,Bengali,Trimbak Road,Ramkund Kho-Ya-Paya Kendra,+91 9703910280,"Man in saffron kurta, has rudraksha mala",Bharat Bharati volunteer handled,Pending
found,2027-07-17 12:02,Saroj Agarwal,Female,13-17,Gujarati,Bus Stand Nashik,Sadhugram Lost Found,,"Woman with three children, lost husband",Announcement made on PA,Reunited
found,2027-07-14 11:08,Radha Patel,Female,41-60,Kannada,Takli Sangam,Rajur Bahula Center,,"Old man in dhoti kurta, cannot remember name",Brought by volunteer,Reunited
found,2027-07-24 10:39,Sunil Patil,Male,61-70,Tamil,Dasak Ghat,Sadhugram Lost Found,+91 9269003911,"Child girl, pigtails, pink frock, about 6 years",,Reunited
found,2027-08-04 07:21,,Female,71-80,Tamil,Nashik Road Station,Police Main Control Room,+91 6359302997,"Child in red shirt, about 8-10 years, crying",,Reunited
found,2027-07-21 10:48,Amit Sharma,Male,71-80,Bhojpuri,Trimbak Road,Bharat Bharati Control Room,+91 6189801104,"Child in red shirt, about 8-10 years, crying",GGTalk app used,Reunited
found,2027-07-19 21:39,Sangeeta Trivedi,Female,61-70,Kannada,Kushavart Kund,Panchavati Center,,"Old man, bald, wearing vest and dhoti",Family waiting at center,Reunited
found,2027-08-08 19:39,,Female,71-80,Awadhi,Laxmi Narayan Ghat,Central Control Room,+91 7540431139,Man from UP,GGTalk app used,Reunited
found,2027-08-07 14:26,Radha Shah,Female,41-60,Bhojpuri,Takli Sangam,Ramkund Kho-Ya-Paya Kendra,+91 7848016381,"Wearing white saree, grey hair, speaks Hindi",,Pending
found,2027-08-09 21:32,Seema Joshi,Female,80+,Marathi,Ramkund Ghat,Trimbakeshwar Kho-Ya-Paya Kendra,,Child missing,,Reunited
found,2027-07-07 07:06,Sunil Yadav,Male,71-80,Kannada,Main Police Chowki,Rajur Bahula Center,+91 7965380065,"Man in yellow kurta, has tilak, speaks Bhojpuri",Family waiting at center,Reunited
found,2027-08-05 21:57,Pooja Pillai,Female,80+,Bhojpuri,Ramkund Ghat,Central Control Room,+91 9936351832,"Young boy in blue uniform, school bag",,Reunited
found,2027-07-08 21:40,Bharat Iyer,Male,18-40,Maithili,Trimbak Road,Sadhugram Lost Found,+91 6968134885,"Woman in green saree, has tilak on forehead",Police assisted,Reunited
found,2027-07-22 12:31,Mukesh Shukla,Male,0-12,Hindi,Kapila Sangam,Adgaon Kho-Ya-Paya,,"Elderly woman, cannot speak properly, Gujarati",Bharat Bharati volunteer handled,Reunited
found,2027-07-07 20:40,Reena Roy,Female,0-12,Maithili,Bus Stand Nashik,Adgaon Kho-Ya-Paya,+91 9714224890,Man from UP,GGTalk app used,Reunited
found,2027-07-12 21:23,Suresh Joshi,Male,41-60,Marathi,Trimbak Road,Nashik Road Center,,Old woman,,Reunited
found,2027-07-13 08:11,,Male,0-12,Gujarati,Dindori Road Crossing,Sadhugram Lost Found,+91 7288037595,Man from UP,,Reunited
found,2027-08-05 05:53,Rekha Rao,Female,71-80,Bengali,Takli Sangam,Central Control Room,,"Woman in burqa, has small child with her",,Pending
found,2027-08-03 15:36,Anil Menon,Male,61-70,Bhojpuri,Nandur Ghat,Bharat Bharati Control Room,,"Woman speaking Tamil, wearing silk saree",Family waiting at center,Reunited
found,2027-07-05 17:33,Mahesh Gupta,Male,71-80,Tamil,Kushavart Kund,Nashik Road Center,,,Police assisted,Reunited
found,2027-07-09 09:22,Santosh Verma,Male,61-70,Kannada,Ramkund Ghat,Police Main Control Room,+91 9820903200,"Child in red shirt, about 8-10 years, crying",,Reunited
found,2027-07-10 17:07,,Male,61-70,Maithili,Dindori Road Crossing,Adgaon Kho-Ya-Paya,,"Man in saffron kurta, has rudraksha mala",Announcement made on PA,Unresolved
found,2027-07-31 08:59,Ram Verma,Male,18-40,Kannada,Sadhugram Gate 2,Rajur Bahula Center,,Child missing,,Reunited
found,2027-08-13 15:26,Meena Pillai,Female,71-80,Awadhi,Ramkund Ghat,Panchavati Center,+91 7683591297,"Man in saffron kurta, has rudraksha mala",Family waiting at center,Reunited
found,2027-07-25 19:59,Dinesh Gupta,Male,18-40,Awadhi,Sadhugram Gate 1,Sadhugram Lost Found,+91 7192544868,"Old man, bald, wearing vest and dhoti",,Reunited
found,2027-07-19 09:19,Laxmi Patil,Female,61-70,Awadhi,Main Police Chowki,Panchavati Center,+91 8644774970,Child missing,Found near ghat,Reunited
found,2027-08-06 18:32,Ajay Rao,Male,61-70,Telugu,Bus Stand Nashik,Ramkund Kho-Ya-Paya Kendra,+91 7769629690,"Elderly man with walking stick, hard of hearing",,Reunited
found,2027-07-17 10:59,Sanjay Singh,Male,71-80,Awadhi,Nashik Road Station,Adgaon Kho-Ya-Paya,+91 8388109029,"Boy about 12, wearing school dress",Family waiting at center,Reunited
found,2027-07-11 10:25,Sita Trivedi,Female,71-80,Bhojpuri,Trimbak Road,Trimbakeshwar Kho-Ya-Paya Kendra,+91 8517767751,Old woman,,Reunited
found,2027-07-08 20:38,Mohan Mishra,Male,18-40,Bhojpuri,Bus Stand Nashik,Ramkund Kho-Ya-Paya Kendra,,"Old man in dhoti kurta, cannot remember name",Found near ghat,Reunited
found,2027-07-10 14:49,Anjali Singh,Female,61-70,Telugu,Trimbakeshwar Approach,Central Control Room,,Man from UP,,Reunited
found,2027-07-29 13:19,Pushpa Pillai,Female,0-12,Telugu,Adgaon Parking,Ramkund Kho-Ya-Paya Kendra,+91 9678655466,"Old woman in white saree, widow marks",Found near ghat,Reunited
found,2027-07-16 09:41,Sunita Kumar,Female,41-60,Marathi,Sadhugram Gate 1,Panchavati Center,+91 7178112745,"Child girl, pigtails, pink frock, about 6 years",GGTalk app used,Reunited
found,2027-08-04 08:47,Kanta Patil,Female,41-60,Gujarati,Sadhugram Gate 2,Trimbakeshwar Kho-Ya-Paya Kendra,+91 7859742984,"Child in red shirt, about 8-10 years, crying",,Reunited
found,2027-07-10 06:20,Hari Yadav,Male,41-60,Maithili,Sadhugram Gate 2,Nashik Road Center,,"Child in red shirt, about 8-10 years, crying",Bharat Bharati volunteer handled,Reunited
found,2027-07-27 10:06,Sita Krishnan,Female,41-60,Awadhi,Gauri Patangan,Panchavati Center,+91 7895636867,Lost near ghats,,Reunited
found,2027-07-29 19:00,Ramesh Nair,Male,71-80,Kannada,Adgaon Parking,Nashik Road Center,+91 6293767948,"Young boy in blue uniform, school bag",Family waiting at center,Reunited
