report_type,reported_at,name,gender,age_band,language,last_seen_location,reporting_center,reporter_mobile,physical_description,remarks,status
missing,2027-08-07 11:53,Sunil Desai,Male,71-80,Bengali,Main Police Chowki,Sadhugram Lost Found,+91 7202603195,"Child girl, pigtails, pink frock, about 6 years",Brought by volunteer,Reunited
missing,2027-07-10 07:06,Rakesh Sharma,Male,41-60,Kannada,Panchavati Circle,Ramkund Kho-Ya-Paya Kendra,+91 8456949875,"Old woman, white clothes, lost memory",Announcement made on PA,Reunited
missing,2027-07-09 05:10,Anjali Trivedi,Female,80+,Bhojpuri,Nashik Road Station,Bharat Bharati Control Room,+91 6503389825,"Young boy in blue uniform, school bag",Bharat Bharati volunteer handled,Reunited
missing,2027-07-14 15:59,Sunil Rao,Male,61-70,Kannada,Sadhugram Gate 2,Ramkund Kho-Ya-Paya Kendra,+91 9597013797,"Man in yellow kurta, has tilak, speaks Bhojpuri",,Reunited
missing,2027-07-14 13:11,Amit Chaudhary,Male,61-70,Gujarati,Madsangvi Transit,Nashik Road Center,+91 6884538138,"Woman in green saree, has tilak on forehead",Police assisted,Reunited
missing,2027-07-26 14:53,Rohit Agarwal,Male,61-70,Marathi,Nashik Road Station,Panchavati Center,+91 7701451262,"Man in yellow kurta, has tilak, speaks Bhojpuri",,Pending
missing,2027-07-29 16:33,Radha Iyer,Female,80+,Tamil,Rajur Bahula,Central Control Room,+91 6310277395,"Old man, hearing aid, wearing full pants shirt",GGTalk app used,Reunited
missing,2027-07-12 09:05,Deepak Sinha,Male,61-70,Kannada,Gauri Patangan,Bharat Bharati Control Room,+91 7857674720,"Old man in dhoti kurta, cannot remember name",GGTalk app used,Reunited
missing,2027-07-01 14:17,Prakash Verma,Male,18-40,Telugu,Panchavati Circle,Panchavati Center,,"Woman in green saree, has tilak on forehead",Announcement made on PA,Reunited
missing,2027-07-15 11:17,Kanta Kumar,Female,41-60,Tamil,Rajur Bahula,Ramkund Kho-Ya-Paya Kendra,+91 8544510617,"Old man confused, keeps asking for Ramkund",Family waiting at center,Reunited
missing,2027-07-09 19:37,Amit Joshi,Male,61-70,Bengali,Nandur Ghat,Panchavati Center,+91 7610252663,"Old man, hearing aid, wearing full pants shirt",,Reunited
missing,2027-07-03 12:48,Pooja Krishnan,Female,71-80,Bengali,Nashik Road Station,Bharat Bharati Control Room,+91 9422308625,"Elderly woman, cannot speak properly, Gujarati",,Reunited
missing,2027-07-16 09:43,Radha Roy,Female,41-60,Kannada,Panchavati Circle,Panchavati Center,+91 9196815965,"Wearing white saree, grey hair, speaks Hindi",Bharat Bharati volunteer handled,Reunited
missing,2027-08-08 07:41,Sangeeta Sharma,Female,61-70,Bhojpuri,Dindori Road Crossing,Ramkund Kho-Ya-Paya Kendra,+91 6755590808,"Old woman in white saree, widow marks",Bharat Bharati volunteer handled,Reunited
missing,2027-07-29 21:23,Ajay Rao,Male,71-80,Telugu,Bus Stand Nashik,Panchavati Center,+91 6748149267,"Woman with three children, lost husband",Bharat Bharati volunteer handled,Reunited
missing,2027-07-27 05:28,Reena Shukla,Female,41-60,Hindi,Nandur Ghat,Sadhugram Lost Found,+91 8483202737,,Bharat Bharati volunteer handled,Reunited
missing,2027-07-02 10:47,Lalita Chaudhary,Female,71-80,Marathi,Madsangvi Transit,Bharat Bharati Control Room,+91 9530290856,"Elderly woman, cannot speak properly, Gujarati",Family waiting at center,Reunited
missing,2027-07-15 12:01,Mohan Sharma,Male,61-70,Awadhi,Nandur Ghat,Trimbakeshwar Kho-Ya-Paya Kendra,+91 8204311551,"Child in red shirt, about 8-10 years, crying",Family waiting at center,Reunited
missing,2027-07-19 15:28,Parvati Mehta,Female,41-60,Awadhi,Dasak Ghat,Central Control Room,+91 8426452658,"Elderly man with walking stick, hard of hearing",Bharat Bharati volunteer handled,Reunited
missing,2027-08-13 15:32,Usha Pillai,Female,71-80,Bhojpuri,Panchavati Circle,Police Main Control Room,+91 6813216442,"Old man, bald, wearing vest and dhoti",Announcement made on PA,Pending
missing,2027-07-21 12:10,Sohan Kumar,Male,61-70,Marathi,Trimbak Road,Rajur Bahula Center,+91 9124517413,Lost near ghats,Family waiting at center,Transferred to hospital
missing,2027-07-16 19:46,Sohan Menon,Male,61-70,Hindi,Trimbakeshwar Approach,Central Control Room,+91 8271011192,Child missing,Announcement made on PA,Reunited
missing,2027-08-12 15:09,Lalita Kumar,Female,71-80,Tamil,Dindori Road Crossing,Rajur Bahula Center,+91 8543340540,"Old woman, white clothes, lost memory",Announcement made on PA,Reunited
missing,2027-07-11 05:54,Ravi Patel,Male,41-60,Gujarati,Rajur Bahula,Nashik Road Center,+91 7257331241,"Old man confused, keeps asking for Ramkund",GGTalk app used,Reunited
missing,2027-08-03 12:47,,Female,18-40,Hindi,Rajur Bahula,Panchavati Center,+91 6901286903,Lost near ghats,,Reunited
missing,2027-07-16 20:29,Mohan Desai,Male,0-12,Telugu,Sadhugram Gate 1,Police Main Control Room,+91 7344368872,"Old man in dhoti kurta, cannot remember name",Announcement made on PA,Reunited
missing,2027-08-13 21:19,Anil Shah,Male,61-70,Gujarati,Dasak Ghat,Bharat Bharati Control Room,+91 8395588615,Man from UP,Announcement made on PA,Reunited
missing,2027-08-03 20:41,Sanjay Kumar,Male,18-40,Tamil,Main Police Chowki,Adgaon Kho-Ya-Paya,+91 7449697588,Man from UP,Found near ghat,Reunited
missing,2027-07-12 21:28,Ravi Joshi,Male,71-80,Bhojpuri,Madsangvi Transit,Bharat Bharati Control Room,+91 8559022854,"Child in red shirt, about 8-10 years, crying",Family waiting at center,Reunited
missing,2027-07-06 19:15,Amit Desai,Male,18-40,Tamil,Nandur Ghat,Nashik Road Center,+91 7703267230,"Woman with three children, lost husband",,Reunited
missing,2027-08-03 06:58,,Female,61-70,Awadhi,Nashik Road Station,Panchavati Center,+91 6993003636,"Wearing white saree, grey hair, speaks Hindi",Police assisted,Reunited
missing,2027-07-22 07:11,Shanti Rao,Female,41-60,Maithili,Trimbak Road,Panchavati Center,,"Boy about 12, wearing school dress",,Reunited
missing,2027-07-09 16:04,Amit Kumar,Male,18-40,Bhojpuri,Nandur Ghat,Panchavati Center,+91 6936942259,"Man in saffron kurta, has rudraksha mala",Brought by volunteer,Reunited
missing,2027-07-11 07:51,Santosh Shah,Male,71-80,Tamil,Nashik Road Station,Panchavati Center,+91 6625176174,"Old woman in white saree, widow marks",Bharat Bharati volunteer handled,Reunited
missing,2027-07-31 06:03,Sunita Kumar,Female,18-40,Tamil,Main Police Chowki,Trimbakeshwar Kho-Ya-Paya Kendra,+91 7846325953,Child missing,,Reunited
missing,2027-07-01 16:57,Geeta Das,Female,61-70,Marathi,Dindori Road Crossing,Bharat Bharati Control Room,+91 7207497928,"Elderly woman, cannot speak properly, Gujarati",GGTalk app used,Reunited
missing,2027-08-12 14:21,,Male,41-60,Maithili,Dasak Ghat,Nashik Road Center,+91 8298241468,"Man in yellow kurta, has tilak, speaks Bhojpuri",,Reunited
missing,2027-07-24 21:59,Pooja Sinha,Female,61-70,Tamil,Nandur Ghat,Panchavati Center,+91 7586612913,"Young boy in blue uniform, school bag",Announcement made on PA,Reunited
missing,2027-08-13 12:49,Mahesh Sinha,Male,18-40,Telugu,Ramkund Ghat,Trimbakeshwar Kho-Ya-Paya Kendra,,Child missing,GGTalk app used,Reunited
missing,2027-07-10 09:30,Dinesh Desai,Male,0-12,Gujarati,Adgaon Parking,Trimbakeshwar Kho-Ya-Paya Kendra,+91 8324148755,"Old man, bald, wearing vest and dhoti",Police assisted,Reunited
missing,2027-07-22 13:02,Sanjay Agarwal,Male,18-40,Kannada,Kapila Sangam,Sadhugram Lost Found,,"Woman in green saree, has tilak on forehead",Announcement made on PA,Reunited
missing,2027-08-01 12:37,Vinod Rao,Male,80+,Bengali,Bus Stand Nashik,Trimbakeshwar Kho-Ya-Paya Kendra,,"Old man, hearing aid, wearing full pants shirt",Announcement made on PA,Reunited
missing,2027-07-02 11:36,Priya Sinha,Female,71-80,Telugu,Adgaon Parking,Central Control Room,+91 9818406683,,Announcement made on PA,Reunited
missing,2027-07-06 17:20,Vimla Gupta,Female,61-70,Gujarati,Main Police Chowki,Rajur Bahula Center,+91 6875177891,,Announcement made on PA,Reunited
missing,2027-07-09 17:06,Ravi Iyer,Male,61-70,Marathi,Takli Sangam,Nashik Road Center,+91 8526014310,"Old man, hearing aid, wearing full pants shirt",Brought by volunteer,Reunited
missing,2027-07-17 18:23,Santosh Sinha,Male,41-60,Maithili,Laxmi Narayan Ghat,Trimbakeshwar Kho-Ya-Paya Kendra,+91 8962672189,"Child girl, pigtails, pink frock, about 6 years",Brought by volunteer,Reunited
missing,2027-08-13 16:04,Prakash Trivedi,Male,71-80,Hindi,Madsangvi Transit,Nashik Road Center,,"Woman speaking Tamil, wearing silk saree",,Reunited
missing,2027-08-01 08:21,Kanta Patel,Female,41-60,Awadhi,Trimbakeshwar Approach,Bharat Bharati Control Room,+91 6797295469,"Old man, bald, wearing vest and dhoti",Bharat Bharati volunteer handled,Reunited
missing,2027-07-10 15:24,Rajesh Shah,Male,71-80,Awadhi,Takli Sangam,Central Control Room,,"Old man, hearing aid, wearing full pants shirt",Cross-center transfer needed,Reunited
missing,2027-07-29 08:42,Vijay Kumar,Male,80+,Bhojpuri,Panchavati Circle,Bharat Bharati Control Room,+91 9941880862,"Child girl, pigtails, pink frock, about 6 years",Brought by volunteer,Reunited
missing,2027-07-02 20:06,Prakash Pillai,Male,80+,Awadhi,Nandur Ghat,Police Main Control Room,+91 6626633153,"Old woman in white saree, widow marks",Found near ghat,Reunited
missing,2027-07-30 10:57,Kanta Shah,Female,18-40,Bhojpuri,Dindori Road Crossing,Panchavati Center,+91 7205925419,"Child in red shirt, about 8-10 years, crying",,Reunited
missing,2027-07-27 17:17,Saraswati Sinha,Female,41-60,Awadhi,Rajur Bahula,Rajur Bahula Center,+91 9984285361,"Woman speaking Tamil, wearing silk saree",Announcement made on PA,Reunited
missing,2027-07-03 20:30,Rahul Roy,Male,13-17,Hindi,Sadhugram Gate 1,Bharat Bharati Control Room,,"Man in saffron kurta, has rudraksha mala",,Reunited
missing,2027-08-10 11:21,Mohan Roy,Male,41-60,Marathi,Dasak Ghat,Central Control Room,+91 7297528940,"Boy about 12, wearing school dress",,Reunited
missing,2027-08-11 20:59,Lalita Sinha,Female,61-70,Awadhi,Trimbak Road,Adgaon Kho-Ya-Paya,,"Old man confused, keeps asking for Ramkund",Announcement made on PA,Reunited
missing,2027-07-29 19:24,Geeta Krishnan,Female,18-40,Telugu,Dasak Ghat,Panchavati Center,+91 9887535182,"Child girl, pigtails, pink frock, about 6 years",Brought by volunteer,Reunited
missing,2027-08-14 11:24,Mohan Joshi,Male,71-80,Awadhi,Trimbak Road,Ramkund Kho-Ya-Paya Kendra,+91 9125593061,"Woman speaking Tamil, wearing silk saree",Brought by volunteer,Reunited
missing,2027-07-22 10:18,Dinesh Joshi,Male,0-12,Gujarati,Takli Sangam,Bharat Bharati Control Room,+91 9610121136,"Woman with three children, lost husband",Bharat Bharati volunteer handled,Pending
missing,2027-08-01 16:56,Sangeeta Patil,Female,41-60,Marathi,Nandur Ghat,Bharat Bharati Control Room,+91 9121320928,"Woman in burqa, has small child with her",,Reunited
missing,2027-07-22 06:17,Savita Mehta,Female,18-40,Maithili,Dasak Ghat,Bharat Bharati Control Room,+91 9564876172,"Child girl, pigtails, pink frock, about 6 years",,Reunited
missing,2027-07-06 15:55,Geeta Pandey,Female,61-70,Gujarati,Nashik Road Station,Bharat Bharati Control Room,+91 9821348271,"Wearing white saree, grey hair, speaks Hindi",Police assisted,Reunited
missing,2027-07-06 17:20,,Male,71-80,Bhojpuri,Nashik Road Station,Trimbakeshwar Kho-Ya-Paya Kendra,,"Old woman in white saree, widow marks",Announcement made on PA,Reunited
missing,2027-07-28 13:52,Meena Patel,Female,71-80,Hindi,Laxmi Narayan Ghat,Trimbakeshwar Kho-Ya-Paya Kendra,+91 8334352988,"Man in yellow kurta, has tilak, speaks Bhojpuri",,Reunited
missing,2027-08-04 11:14,Ankit Dubey,Male,71-80,Telugu,Trimbak Road,Ramkund Kho-Ya-Paya Kendra,+91 9436590868,"Old man in dhoti kurta, cannot remember name",Bharat Bharati volunteer handled,Reunited
missing,2027-07-12 20:38,,Female,41-60,Gujarati,Bus Stand Nashik,Adgaon Kho-Ya-Paya,+91 6633995897,"Elderly woman, cannot speak properly, Gujarati",,Reunited
missing,2027-07-02 19:23,Rekha Desai,Female,61-70,Telugu,Gauri Patangan,Trimbakeshwar Kho-Ya-Paya Kendra,+91 9167779949,"Old woman, white clothes, lost memory",Cross-center transfer needed,Reunited
missing,2027-08-08 13:04,Ramesh Dubey,Male,13-17,Bhojpuri,Dasak Ghat,Adgaon Kho-Ya-Paya,+91 9596808815,Man from UP,,Reunited
missing,2027-08-14 05:19,Suresh Desai,Male,61-70,Tamil,Madsangvi Transit,Trimbakeshwar Kho-Ya-Paya Kendra,+91 9554183477,"Elderly man with walking stick, hard of hearing",,Reunited
missing,2027-07-25 17:11,,Male,41-60,Hindi,Nandur Ghat,Nashik Road Center,,Man from UP,,Reunited
missing,2027-07-06 11:28,Mahesh Mehta,Male,0-12,Tamil,Adgaon Parking,Bharat Bharati Control Room,+91 7688515227,Man from UP,,Reunited
missing,2027-08-14 07:37,Sunita Joshi,Female,18-40,Bengali,Laxmi Narayan Ghat,Police Main Control Room,,"Young boy in blue uniform, school bag",Family waiting at center,Reunited
missing,2027-08-14 11:56,Rajesh Verma,Male,13-17,Kannada,Trimbak Road,Sadhugram Lost Found,+91 8994351449,"Woman in burqa, has small child with her",Found near ghat,Reunited
missing,2027-07-18 05:19,,Male,0-12,Awadhi,Dasak Ghat,Adgaon Kho-Ya-Paya,,Child missing,Police assisted,Transferred to hospital
missing,2027-07-02 20:04,Manju Mehta,Female,18-40,Bengali,Sadhugram Gate 2,Trimbakeshwar Kho-Ya-Paya Kendra,+91 8389982059,"Child in red shirt, about 8-10 years, crying",Announcement made on PA,Reunited
missing,2027-08-08 10:23,Nisha Trivedi,Female,61-70,Gujarati,Laxmi Narayan Ghat,Police Main Control Room,+91 6407645403,"Woman with three children, lost husband",Family waiting at center,Reunited
missing,2027-08-06 09:52,Manoj Sinha,Male,18-40,Bengali,Rajur Bahula,Adgaon Kho-Ya-Paya,+91 7957635762,"Child in red shirt, about 8-10 years, crying",GGTalk app used,Pending
missing,2027-08-02 08:31,Lalita Tiwari,Female,61-70,Tamil,Sadhugram Gate 2,Bharat Bharati Control Room,,Old woman,GGTalk app used,Reunited
missing,2027-07-25 15:22,Seema Dubey,Female,18-40,Kannada,Ramkund Ghat,Sadhugram Lost Found,+91 9782061852,Old woman,GGTalk app used,Pending
missing,2027-08-07 05:59,Hari Tiwari,Male,61-70,Maithili,Nashik Road Station,Rajur Bahula Center,+91 9332524537,"Child in red shirt, about 8-10 years, crying",GGTalk app used,Reunited
missing,2027-07-15 15:55,Ramesh Chaudhary,Male,71-80,Kannada,Trimbak Road,Rajur Bahula Center,+91 8296148792,"Man in saffron kurta, has rudraksha mala",,Reunited
missing,2027-07-26 16:35,Durga Pandey,Female,61-70,Gujarati,Madsangvi Transit,Rajur Bahula Center,,"Child in red shirt, about 8-10 years, crying",Brought by volunteer,Reunited
missing,2027-08-12 09:54,Anil Mehta,Male,13-17,Marathi,Nashik Road Station,Ramkund Kho-Ya-Paya Kendra,+91 6256886986,Man from UP,,Reunited
missing,2027-08-08 05:26,Meena Desai,Female,61-70,Gujarati,Trimbakeshwar Approach,Police Main Control Room,+91 7359137502,"Child in red shirt, about 8-10 years, crying",Found near ghat,Reunited
missing,2027-08-07 11:22,Anil Dubey,Male,61-70,Maithili,Takli Sangam,Trimbakeshwar Kho-Ya-Paya Kendra,+91 8410254439,"Child girl, pigtails, pink frock, about 6 years",Cross-center transfer needed,Reunited
missing,2027-07-18 19:34,Rohit Reddy,Male,18-40,Awadhi,Nandur Ghat,Ramkund Kho-Ya-Paya Kendra,+91 9869917396,"Woman speaking Tamil, wearing silk saree",GGTalk app used,Reunited
missing,2027-07-07 13:08,Rajesh Pandey,Male,80+,Hindi,Sadhugram Gate 1,Adgaon Kho-Ya-Paya,,"Old woman, white clothes, lost memory",,Pending
missing,2027-07-16 18:14,Vijay Sharma,Male,13-17,Gujarati,Dindori Road Crossing,Rajur Bahula Center,+91 6202739549,"Girl child about 5 years, red bindi, crying",Found near ghat,Pending
missing,2027-07-26 09:45,Reena Joshi,Female,61-70,Bengali,Trimbakeshwar Approach,Nashik Road Center,+91 9644987682,Old woman,Police assisted,Reunited
missing,2027-07-12 17:23,Kavita Shukla,Female,41-60,Gujarati,Kushavart Kund,Trimbakeshwar Kho-Ya-Paya Kendra,+91 7335296316,"Child in red shirt, about 8-10 years, crying",,Reunited
missing,2027-07-07 13:52,Anil Shukla,Male,41-60,Kannada,Adgaon Parking,Police Main Control Room,+91 6929826679,"Woman in green saree, has tilak on forehead",GGTalk app used,Reunited
missing,2027-07-25 17:35,Priya Tiwari,Female,71-80,Kannada,Panchavati Circle,Adgaon Kho-Ya-Paya,+91 6172020184,"Man in yellow kurta, has tilak, speaks Bhojpuri",Police assisted,Transferred to hospital
missing,2027-07-02 11:27,Nisha Chaudhary,Female,41-60,Gujarati,Sadhugram Gate 2,Rajur Bahula Center,,"Old man, hearing aid, wearing full pants shirt",,Reunited
missing,2027-07-31 07:22,Kavita Iyer,Female,71-80,Maithili,Nandur Ghat,Trimbakeshwar Kho-Ya-Paya Kendra,,"Old man confused, keeps asking for Ramkund",GGTalk app used,Reunited
missing,2027-07-10 11:05,Dinesh Das,Male,41-60,Bengali,Main Police Chowki,Adgaon Kho-Ya-Paya,+91 8254566722,"Woman speaking Tamil, wearing silk saree",,Reunited
missing,2027-07-17 15:40,,Female,61-70,Awadhi,Nandur Ghat,Police Main Control Room,+91 8603505776,"Elderly man with walking stick, hard of hearing",Brought by volunteer,Reunited
missing,2027-07-31 07:49,Deepak Chaudhary,Male,41-60,Bengali,Nandur Ghat,Central Control Room,,"Elderly woman, cannot speak properly, Gujarati",,Reunited
missing,2027-07-01 20:11,,Male,61-70,Telugu,Kushavart Kund,Ramkund Kho-Ya-Paya Kendra,+91 7155145012,"Old man confused, keeps asking for Ramkund",Cross-center transfer needed,Reunited
missing,2027-07-24 10:44,,Male,61-70,Maithili,Bus Stand Nashik,Rajur Bahula Center,+91 6633022104,"Woman in burqa, has small child with her",Bharat Bharati volunteer handled,Reunited
missing,2027-08-11 06:23,,Female,61-70,Telugu,Adgaon Parking,Adgaon Kho-Ya-Paya,+91 7608124995,"Old woman, white clothes, lost memory",Found near ghat,Reunited
missing,2027-08-08 15:51,,Male,71-80,Hindi,Main Police Chowki,Panchavati Center,+91 8317170067,"Child girl, pigtails, pink frock, about 6 years",Brought by volunteer,Reunited
missing,2027-07-11 12:42,Vinod Nair,Male,71-80,Tamil,Trimbak Road,Sadhugram Lost Found,+91 7438421460,"Old man, bald, wearing vest and dhoti",Announcement made on PA,Reunited
missing,2027-07-22 12:30,Manju Chaudhary,Female,41-60,Tamil,Ramkund Ghat,Bharat Bharati Control Room,+91 9185552409,"Elderly man with walking stick, hard of hearing",,Reunited
missing,2027-07-25 13:46,Rajesh Mehta,Male,41-60,Marathi,Ramkund Ghat,Nashik Road Center,+91 8289406490,Man from UP,Police assisted,Unresolved
missing,2027-08-11 16:12,Kanta Tiwari,Female,80+,Bhojpuri,Kushavart Kund,Central Control Room,+91 9445974650,"Boy about 12, wearing school dress",Police assisted,Reunited
missing,2027-07-03 08:03,Rohit Verma,Male,61-70,Tamil,Takli Sangam,Ramkund Kho-Ya-Paya Kendra,+91 9415090954,Old woman,Bharat Bharati volunteer handled,Reunited
missing,2027-08-05 07:51,,Female,61-70,Maithili,Panchavati Circle,Nashik Road Center,+91 8434458248,Old woman,Bharat Bharati volunteer handled,Reunited
missing,2027-07-14 09:10,Meena Gupta,Female,18-40,Hindi,Nashik Road Station,Trimbakeshwar Kho-Ya-Paya Kendra,+91 6604997610,"Elderly woman, cannot speak properly, Gujarati",Brought by volunteer,Reunited
missing,2027-07-12 08:42,,Male,18-40,Hindi,Dindori Road Crossing,Ramkund Kho-Ya-Paya Kendra,+91 7719136728,Old woman,,Reunited
missing,2027-07-26 20:17,Vinod Chaudhary,Male,61-70,Hindi,Gauri Patangan,Central Control Room,+91 7322029909,"Woman speaking Tamil, wearing silk saree",,Reunited
missing,2027-07-15 21:41,Asha Yadav,Female,41-60,Telugu,Sadhugram Gate 2,Bharat Bharati Control Room,+91 9512941401,"Woman speaking Tamil, wearing silk saree",Cross-center transfer needed,Reunited
missing,2027-07-18 11:40,Hari Sharma,Male,18-40,Awadhi,Kapila Sangam,Nashik Road Center,+91 8847353229,"Old man, hearing aid, wearing full pants shirt",Brought by volunteer,Reunited
missing,2027-07-14 11:23,,Female,80+,Hindi,Sadhugram Gate 1,Central Control Room,+91 7892447749,"Woman speaking Tamil, wearing silk saree",Found near ghat,Pending
missing,2027-07-28 16:59,Radha Menon,Female,41-60,Gujarati,Laxmi Narayan Ghat,Rajur Bahula Center,+91 8100099764,"Woman with three children, lost husband",,Reunited
missing,2027-07-11 18:06,Amit Roy,Male,71-80,Marathi,Trimbakeshwar Approach,Ramkund Kho-Ya-Paya Kendra,+91 7608663769,"Old woman, white clothes, lost memory",,Reunited
missing,2027-07-15 08:35,Ram Chaudhary,Male,61-70,Awadhi,Bus Stand Nashik,Adgaon Kho-Ya-Paya,+91 7157758928,,,Reunited
missing,2027-07-29 07:27,Gaurav Krishnan,Male,71-80,Telugu,Panchavati Circle,Bharat Bharati Control Room,+91 7770916891,Child missing,Police assisted,Reunited
missing,2027-07-23 15:24,Sunita Menon,Female,80+,Tamil,Sadhugram Gate 1,Police Main Control Room,,,,Reunited
missing,2027-07-24 09:51,Sanjay Yadav,Male,41-60,Telugu,Madsangvi Transit,Police Main Control Room,+91 8669120990,"Man in saffron kurta, has rudraksha mala",,Reunited
missing,2027-08-03 05:16,Mahesh Verma,Male,0-12,Kannada,Madsangvi Transit,Ramkund Kho-Ya-Paya Kendra,+91 6696778659,"Woman with three children, lost husband",Bharat Bharati volunteer handled,Reunited
missing,2027-07-25 16:48,Deepak Sinha,Male,41-60,Bengali,Takli Sangam,Central Control Room,+91 9143785962,"Young boy in blue uniform, school bag",GGTalk app used,Reunited
missing,2027-08-14 15:02,Reena Dubey,Female,18-40,Bhojpuri,Takli Sangam,Central Control Room,,"Old man confused, keeps asking for Ramkund",Police assisted,Reunited
missing,2027-08-11 15:14,,Female,61-70,Marathi,Kushavart Kund,Adgaon Kho-Ya-Paya,,"Old man in dhoti kurta, cannot remember name",Family waiting at center,Transferred to hospital
missing,2027-07-31 20:16,Vinod Singh,Male,71-80,Bengali,Takli Sangam,Nashik Road Center,+91 9458470811,"Woman in green saree, has tilak on forehead",Cross-center transfer needed,Pending
missing,2027-07-24 15:21,Sangeeta Kumar,Female,41-60,Tamil,Gauri Patangan,Bharat Bharati Control Room,+91 7751297789,"Child in red shirt, about 8-10 years, crying",Found near ghat,Transferred to hospital
missing,2027-07-26 07:52,Savita Verma,Female,71-80,Kannada,Ramkund Ghat,Adgaon Kho-Ya-Paya,+91 8519392542,"Elderly man with walking stick, hard of hearing",,Reunited
missing,2027-08-03 19:49,Seema Desai,Female,18-40,Bhojpuri,Rajur Bahula,Panchavati Center,,"Old man confused, keeps asking for Ramkund",GGTalk app used,Reunited
missing,2027-08-08 19:05,Priya Yadav,Female,18-40,Maithili,Nashik Road Station,Sadhugram Lost Found,+91 9923161078,"Elderly man with walking stick, hard of hearing",Family waiting at center,Reunited
missing,2027-07-27 05:41,Ravi Sharma,Male,61-70,Bhojpuri,Dasak Ghat,Ramkund Kho-Ya-Paya Kendra,,Child missing,GGTalk app used,Reunited
missing,2027-08-13 09:27,Sangeeta Iyer,Female,0-12,Bengali,Madsangvi Transit,Bharat Bharati Control Room,+91 8684652875,"Woman with three children, lost husband",Brought by volunteer,Reunited
missing,2027-08-07 21:27,Seema Sinha,Female,61-70,Marathi,Main Police Chowki,Adgaon Kho-Ya-Paya,,"Old man, bald, wearing vest and dhoti",Bharat Bharati volunteer handled,Unresolved
missing,2027-07-27 09:03,Vinod Pillai,Male,61-70,Tamil,Laxmi Narayan Ghat,Trimbakeshwar Kho-Ya-Paya Kendra,+91 9789420865,,Family waiting at center,Reunited
missing,2027-07-13 11:12,Sangeeta Patil,Female,0-12,Gujarati,Dasak Ghat,Trimbakeshwar Kho-Ya-Paya Kendra,+91 8172110452,"Child in red shirt, about 8-10 years, crying",,Transferred to hospital
missing,2027-07-17 06:46,Rakesh Pandey,Male,18-40,Hindi,Adgaon Parking,Nashik Road Center,+91 8429744237,"Child girl, pigtails, pink frock, about 6 years",,Reunited
missing,2027-07-13 13:33,Parvati Gupta,Female,71-80,Maithili,Gauri Patangan,Ramkund Kho-Ya-Paya Kendra,+91 6774595080,"Old man, hearing aid, wearing full pants shirt",Cross-center transfer needed,Reunited
missing,2027-08-01 12:57,Parvati Shukla,Female,80+,Gujarati,Kapila Sangam,Police Main Control Room,+91 6532352168,Man from UP,,Pending
missing,2027-07-28 14:50,Rakesh Kumar,Male,41-60,Gujarati,Panchavati Circle,Central Control Room,+91 8352564677,"Young boy in blue uniform, school bag",Police assisted,Pending
missing,2027-07-25 20:12,Ajay Trivedi,Male,80+,Awadhi,Panchavati Circle,Ramkund Kho-Ya-Paya Kendra,+91 6483259116,"Wearing white saree, grey hair, speaks Hindi",Family waiting at center,Reunited
missing,2027-07-04 13:56,Mamta Dubey,Female,0-12,Bengali,Ramkund Ghat,Panchavati Center,+91 7495868120,Man from UP,Family waiting at center,Reunited
missing,2027-07-26 12:55,Ajay Tiwari,Male,18-40,Marathi,Rajur Bahula,Police Main Control Room,+91 8947756854,"Old man, hearing aid, wearing full pants shirt",Cross-center transfer needed,Reunited
missing,2027-07-17 17:54,Sunil Singh,Male,41-60,Awadhi,Panchavati Circle,Panchavati Center,+91 9657202202,"Wearing white saree, grey hair, speaks Hindi",Found near ghat,Reunited
missing,2027-07-21 11:06,Kavita Krishnan,Female,41-60,Awadhi,Rajur Bahula,Ramkund Kho-Ya-Paya Kendra,+91 6450864287,"Woman in burqa, has small child with her",Announcement made on PA,Pending
missing,2027-07-09 12:54,Anjali Mehta,Female,61-70,Telugu,Nashik Road Station,Police Main Control Room,+91 8487606407,"Woman with three children, lost husband",GGTalk app used,Reunited
missing,2027-08-02 09:19,Rekha Desai,Female,80+,Bengali,Main Police Chowki,Bharat Bharati Control Room,+91 8290884570,"Child in red shirt, about 8-10 years, crying",,Unresolved
missing,2027-07-25 12:27,Ajay Shukla,Male,18-40,Tamil,Dasak Ghat,Rajur Bahula Center,+91 9514277130,Child missing,Police assisted,Reunited
missing,2027-07-12 10:49,,Female,71-80,Marathi,Bus Stand Nashik,Adgaon Kho-Ya-Paya,+91 8625637267,"Man in yellow kurta, has tilak, speaks Bhojpuri",Police assisted,Reunited
missing,2027-07-31 10:04,Mamta Tiwari,Female,41-60,Kannada,Dasak Ghat,Trimbakeshwar Kho-Ya-Paya Kendra,+91 6793014773,"Old woman, white clothes, lost memory",Cross-center transfer needed,Reunited
missing,2027-08-05 14:17,Santosh Dubey,Male,71-80,Kannada,Gauri Patangan,Bharat Bharati Control Room,+91 7443816109,"Old woman in white saree, widow marks",Bharat Bharati volunteer handled,Reunited
missing,2027-08-07 21:15,Sunil Das,Male,18-40,Marathi,Sadhugram Gate 2,Ramkund Kho-Ya-Paya Kendra,+91 8248472045,"Wearing white saree, grey hair, speaks Hindi",,Reunited
missing,2027-07-02 13:19,Santosh Tiwari,Male,41-60,Marathi,Dindori Road Crossing,Adgaon Kho-Ya-Paya,+91 6316890695,,,Reunited
